,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
195692,2017-02-18 03:15:49,2017-02-18 03:25:28,579,Eckhart Park,Loomis St & Jackson Blvd,Subscriber,Male,1990.0
773866,2017-05-09 19:18:23,2017-05-09 19:37:12,1129,Wood St & Milwaukee Ave,Troy St & Elston Ave,Subscriber,Male,1982.0
953245,2017-05-25 16:47:08,2017-05-25 16:59:43,755,Clinton St & Jackson Blvd,Orleans St & Merchandise Mart Plaza,Customer,,
1501351,2017-06-27 18:01:32,2017-06-27 18:09:27,475,Kedzie Ave & Lake St,Spaulding Ave & Division St,Subscriber,Male,1987.0
480505,2017-04-08 15:37:36,2017-04-08 17:05:36,5280,Mies van der Rohe Way & Chicago Ave,Mies van der Rohe Way & Chicago Ave,Customer,,
1487682,2017-06-27 00:22:50,2017-06-27 00:29:18,388,Dearborn St & Erie St,Michigan Ave & Pearson St,Customer,,
422185,2017-03-29 17:34:49,2017-03-29 17:48:31,822,Troy St & Elston Ave,Campbell Ave & Fullerton Ave,Subscriber,Female,1984.0
694800,2017-04-28 17:45:15,2017-04-28 18:03:41,1106,Lakefront Trail & Bryn Mawr Ave,Clark St & Schreiber Ave,Customer,,
588197,2017-04-18 17:36:06,2017-04-18 17:54:14,1088,Orleans St & Merchandise Mart Plaza,Sedgwick St & Webster Ave,Subscriber,Male,1983.0
572311,2017-04-17 12:21:11,2017-04-17 12:30:16,545,Racine Ave (May St) & Fulton St,Wells St & Huron St,Subscriber,Male,1986.0
763892,2017-05-08 17:25:07,2017-05-08 17:41:45,998,Clinton St & Washington Blvd,Ritchie Ct & Banks St,Subscriber,Male,1980.0
799970,2017-05-12 13:38:49,2017-05-12 13:56:02,1033,Clinton St & Lake St,Paulina Ave & North Ave,Subscriber,Male,1991.0
1300729,2017-06-16 04:51:34,2017-06-16 05:10:05,1111,Western Ave & Division St,Oakley Ave & Roscoe St,Subscriber,Male,1989.0
1106972,2017-06-04 13:43:57,2017-06-04 14:12:29,1712,Western Ave & Winnebago Ave,Wood St & Milwaukee Ave,Subscriber,Male,1992.0
1377621,2017-06-20 18:52:28,2017-06-20 19:28:43,2175,Millennium Park,Pine Grove Ave & Waveland Ave,Subscriber,Male,1986.0
545636,2017-04-15 13:05:26,2017-04-15 13:32:45,1639,Streeter Dr & Grand Ave,Adler Planetarium,Customer,,
1550236,2017-06-30 20:53:18,2017-06-30 21:17:48,1470,Michigan Ave & Pearson St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1989.0
669680,2017-04-26 07:30:50,2017-04-26 07:34:21,211,Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1984.0
1321947,2017-06-17 12:54:36,2017-06-17 12:57:21,165,Green St & Randolph St,Clinton St & Madison St,Subscriber,Male,1992.0
1093565,2017-06-03 16:54:01,2017-06-03 16:59:00,299,Sedgwick St & Schiller St,Dayton St & North Ave,Subscriber,Male,1986.0
500512,2017-04-10 08:46:09,2017-04-10 08:56:04,595,Western Ave & Leland Ave,Francisco Ave & Foster Ave,Subscriber,Male,1950.0
979777,2017-05-27 17:16:48,2017-05-27 17:37:45,1257,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Subscriber,Female,1985.0
858909,2017-05-16 17:13:09,2017-05-16 17:25:38,749,Millennium Park,Michigan Ave & 14th St,Subscriber,Male,1980.0
649642,2017-04-24 17:00:46,2017-04-24 17:04:38,232,Clinton St & Tilden St,Clinton St & Roosevelt Rd,Subscriber,Male,1981.0
473467,2017-04-08 05:57:58,2017-04-08 06:01:35,217,Rush St & Cedar St,St. Clair St & Erie St,Subscriber,Male,1986.0
531755,2017-04-14 08:56:37,2017-04-14 09:19:22,1365,Loomis St & Archer Ave,Clinton St & Washington Blvd,Subscriber,Male,1983.0
1346982,2017-06-18 21:27:37,2017-06-18 21:34:55,438,Michigan Ave & Washington St,Buckingham Fountain,Subscriber,Male,1989.0
1285344,2017-06-15 08:07:34,2017-06-15 08:12:48,314,Hampden Ct & Diversey Pkwy,Wilton Ave & Diversey Pkwy,Subscriber,Female,1993.0
218822,2017-02-19 16:50:50,2017-02-19 17:05:35,885,McClurg Ct & Erie St,Eckhart Park,Subscriber,Male,1986.0
384839,2017-03-23 08:20:23,2017-03-23 08:24:20,237,Canal St & Adams St,LaSalle St & Jackson Blvd,Subscriber,Male,1950.0
1029558,2017-05-30 20:51:46,2017-05-30 20:54:46,180,Damen Ave & Division St,Ashland Ave & Division St,Subscriber,Male,1987.0
723804,2017-05-03 20:34:11,2017-05-03 20:38:58,287,State St & 35th St,Wallace St & 35th St,Subscriber,Male,1977.0
1405363,2017-06-22 12:14:17,2017-06-22 12:46:41,1944,Oak Park Ave & South Blvd,Ashland Ave & Lake St,Subscriber,Female,1986.0
1460120,2017-06-25 13:42:37,2017-06-25 13:57:53,916,Sheffield Ave & Waveland Ave,Sheffield Ave & Wellington Ave,Subscriber,Male,1994.0
1470784,2017-06-26 06:25:35,2017-06-26 06:28:50,195,Calumet Ave & 33rd St,State St & 33rd St,Subscriber,Male,1994.0
1265491,2017-06-13 17:00:48,2017-06-13 17:06:32,344,Clark St & Randolph St,Michigan Ave & Washington St,Subscriber,Female,1982.0
1145351,2017-06-06 18:01:07,2017-06-06 18:05:34,267,Clark St & Lunt Ave,Glenwood Ave & Touhy Ave,Subscriber,Female,1981.0
373236,2017-03-21 09:10:23,2017-03-21 09:17:56,453,State St & Van Buren St,Millennium Park,Subscriber,Female,1964.0
548185,2017-04-15 14:29:40,2017-04-15 14:59:45,1805,Theater on the Lake,Sedgwick St & Webster Ave,Customer,,
1047425,2017-06-01 07:20:10,2017-06-01 07:23:39,209,Damen Ave & Cortland St,Damen Ave & Pierce Ave,Subscriber,Male,1987.0
840880,2017-05-15 15:12:12,2017-05-15 15:21:59,587,Wabash Ave & Roosevelt Rd,Clinton St & Roosevelt Rd,Subscriber,Male,1988.0
1307978,2017-06-16 15:30:54,2017-06-16 15:41:14,620,Wells St & Huron St,Clark St & Lincoln Ave,Subscriber,Male,1976.0
725242,2017-05-04 07:28:32,2017-05-04 07:35:28,416,Green St & Randolph St,LaSalle St & Washington St,Subscriber,Male,1984.0
305280,2017-03-06 16:19:39,2017-03-06 16:27:33,474,Wood St & Taylor St,Halsted St & Maxwell St,Subscriber,Male,1984.0
327062,2017-03-09 17:07:40,2017-03-09 17:23:34,954,Canal St & Monroe St (*),Halsted St & Dickens Ave,Subscriber,Male,1981.0
148287,2017-02-09 14:17:18,2017-02-09 14:20:17,179,Leavitt St & Armitage Ave,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1980.0
645340,2017-04-24 10:14:05,2017-04-24 10:23:10,545,Clifton Ave & Armitage Ave,Southport Ave & Wellington Ave,Subscriber,Male,1970.0
388384,2017-03-23 17:46:11,2017-03-23 18:00:54,883,Clinton St & Jackson Blvd,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1989.0
286330,2017-03-02 17:09:59,2017-03-02 17:17:24,445,Dearborn St & Monroe St,Canal St & Adams St,Subscriber,Male,1975.0
291690,2017-03-03 17:05:44,2017-03-03 17:23:50,1086,Clinton St & Jackson Blvd,Calumet Ave & 18th St,Subscriber,Male,1987.0
1030339,2017-05-30 23:29:16,2017-05-30 23:37:52,516,Damen Ave & Pierce Ave,California Ave & Milwaukee Ave,Subscriber,Male,1975.0
1411382,2017-06-22 17:42:19,2017-06-22 17:47:21,302,Halsted St & Roscoe St,Sheffield Ave & Wellington Ave,Subscriber,Male,1983.0
530766,2017-04-14 07:42:30,2017-04-14 07:58:22,952,Financial Pl & Congress Pkwy,Western Ave & Congress Pkwy,Subscriber,Female,1983.0
246910,2017-02-22 17:57:55,2017-02-22 18:22:52,1497,Sawyer Ave & Irving Park Rd,Milwaukee Ave & Rockwell St,Subscriber,Female,1962.0
7840,2017-01-03 19:22:18,2017-01-03 19:45:29,1391,LaSalle St & Illinois St,Halsted St & Diversey Pkwy,Subscriber,Male,1984.0
1146418,2017-06-06 18:39:47,2017-06-06 18:51:14,687,Southport Ave & Roscoe St,Ashland Ave & Belle Plaine Ave,Subscriber,Male,1982.0
752522,2017-05-07 13:26:35,2017-05-07 13:36:14,579,Dearborn St & Erie St,Larrabee St & Oak St,Subscriber,Male,1982.0
149432,2017-02-09 17:36:19,2017-02-09 17:51:52,933,Green St & Randolph St,Larrabee St & Armitage Ave,Subscriber,Male,1976.0
23713,2017-01-10 07:31:14,2017-01-10 07:39:32,498,Canal St & Madison St,LaSalle St & Illinois St,Subscriber,Female,1982.0
386094,2017-03-23 12:47:19,2017-03-23 12:54:04,405,Wabash Ave & Adams St,Clinton St & Madison St,Subscriber,Male,1964.0
565617,2017-04-16 18:00:21,2017-04-16 18:12:12,711,Milwaukee Ave & Rockwell St,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1984.0
440095,2017-04-02 10:28:51,2017-04-02 11:13:11,2660,Streeter Dr & Grand Ave,Larrabee St & Webster Ave,Customer,,
664965,2017-04-25 17:58:55,2017-04-25 18:08:04,549,Wabash Ave & Grand Ave,Clark St & Randolph St,Subscriber,Male,1984.0
372728,2017-03-21 08:27:46,2017-03-21 08:39:26,700,Troy St & North Ave,Kedzie Ave & Milwaukee Ave,Subscriber,Female,1981.0
1070341,2017-06-02 14:09:31,2017-06-02 14:23:52,861,Clark St & Elm St,Dearborn St & Monroe St,Subscriber,Male,1992.0
122193,2017-02-03 07:56:45,2017-02-03 08:10:48,843,Lake Shore Dr & Ohio St,Ogden Ave & Chicago Ave,Subscriber,Male,1964.0
431956,2017-04-01 07:50:19,2017-04-01 07:56:53,394,Ritchie Ct & Banks St,State St & Pearson St,Subscriber,Female,1983.0
624456,2017-04-22 12:59:23,2017-04-22 13:26:12,1609,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1983.0
178272,2017-02-15 15:16:50,2017-02-15 15:32:23,933,Wolcott Ave & Polk St,Clinton St & Washington Blvd,Subscriber,Male,1978.0
1430611,2017-06-23 19:13:01,2017-06-23 19:20:16,435,Damen Ave & Augusta Blvd,Damen Ave & Pierce Ave,Customer,,
313350,2017-03-07 16:57:51,2017-03-07 17:19:28,1297,Clark St & Randolph St,Lincoln Ave & Fullerton Ave,Subscriber,Male,1986.0
225615,2017-02-20 14:46:18,2017-02-20 14:57:02,644,Noble St & Milwaukee Ave,Wood St & Milwaukee Ave,Customer,,
542499,2017-04-15 11:14:23,2017-04-15 11:29:45,922,Halsted St & Willow St,Clinton St & Lake St,Subscriber,Male,1991.0
748332,2017-05-06 18:35:28,2017-05-06 18:43:52,504,Mies van der Rohe Way & Chestnut St,Lake Shore Dr & Ohio St,Customer,,
909006,2017-05-21 12:53:49,2017-05-21 13:09:43,954,Theater on the Lake,Lakeview Ave & Fullerton Pkwy,Customer,,
181757,2017-02-16 07:54:44,2017-02-16 07:58:23,219,Clifton Ave & Armitage Ave,Sheffield Ave & Webster Ave,Subscriber,Female,1969.0
1410080,2017-06-22 17:10:38,2017-06-22 17:38:31,1673,McClurg Ct & Erie St,Ashland Ave & Division St,Subscriber,Female,1993.0
582042,2017-04-18 09:09:46,2017-04-18 09:14:42,296,Damen Ave & Grand Ave,Ashland Ave & Augusta Blvd,Subscriber,Male,1982.0
51008,2017-01-18 16:52:08,2017-01-18 17:00:50,522,Franklin St & Monroe St,Orleans St & Ohio St,Subscriber,Female,1985.0
1483845,2017-06-26 18:15:11,2017-06-26 18:19:43,272,Larrabee St & Kingsbury St,Ogden Ave & Chicago Ave,Subscriber,Male,1982.0
372860,2017-03-21 08:36:37,2017-03-21 08:50:18,821,Clinton St & Jackson Blvd,Sedgwick St & Huron St,Subscriber,Male,1982.0
597530,2017-04-19 16:51:56,2017-04-19 17:03:26,690,Kingsbury St & Kinzie St,Ashland Ave & Chicago Ave,Subscriber,Male,1978.0
856819,2017-05-16 15:49:55,2017-05-16 15:59:01,546,Desplaines St & Kinzie St,Sheffield Ave & Kingsbury St,Subscriber,Male,1981.0
287145,2017-03-02 18:24:27,2017-03-02 18:27:28,181,Kingsbury St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Male,1985.0
1241571,2017-06-12 08:09:40,2017-06-12 08:16:00,380,Wells St & Polk St,Canal St & Adams St,Subscriber,Male,1982.0
233935,2017-02-21 15:15:03,2017-02-21 15:23:36,513,State St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Female,1967.0
807131,2017-05-12 21:05:35,2017-05-12 21:27:01,1286,Larrabee St & Kingsbury St,Ashland Ave & Wellington Ave,Subscriber,Male,1979.0
322170,2017-03-08 19:49:45,2017-03-08 20:00:37,652,Mies van der Rohe Way & Chicago Ave,Clinton St & Lake St,Subscriber,Male,1981.0
350348,2017-03-16 17:37:44,2017-03-16 18:00:13,1349,Franklin St & Monroe St,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1988.0
736179,2017-05-05 11:52:40,2017-05-05 12:06:56,856,Dearborn St & Monroe St,Clark St & Randolph St,Subscriber,Male,1991.0
265691,2017-02-27 07:04:50,2017-02-27 07:13:05,495,Financial Pl & Congress Pkwy,Aberdeen St & Jackson Blvd,Subscriber,Male,1955.0
1194699,2017-06-09 16:00:30,2017-06-09 16:13:12,762,Clinton St & Washington Blvd,Wells St & Elm St,Subscriber,Female,1986.0
16200,2017-01-06 17:03:39,2017-01-06 17:11:06,447,California Ave & Division St,California Ave & Francis Pl,Subscriber,Female,1987.0
816651,2017-05-13 15:53:07,2017-05-13 15:59:08,361,Halsted St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,Subscriber,Male,1989.0
1267549,2017-06-13 17:57:25,2017-06-13 18:06:57,572,Orleans St & Merchandise Mart Plaza,Noble St & Milwaukee Ave,Subscriber,Female,1991.0
130807,2017-02-06 06:55:29,2017-02-06 07:12:40,1031,Canal St & Adams St,Wabash Ave & Grand Ave,Subscriber,Male,1969.0
1500146,2017-06-27 17:32:00,2017-06-27 17:34:43,163,Damen Ave & Chicago Ave,Damen Ave & Grand Ave,Subscriber,Male,1977.0
1514616,2017-06-28 17:02:29,2017-06-28 17:11:00,511,Canal St & Adams St,Racine Ave & Congress Pkwy,Subscriber,Male,1984.0
777465,2017-05-10 08:45:14,2017-05-10 09:02:36,1042,Ashland Ave & 21st St,Buckingham Fountain,Subscriber,Male,1986.0
238680,2017-02-22 00:47:41,2017-02-22 01:13:27,1546,Broadway & Waveland Ave,Broadway & Waveland Ave,Customer,,
897815,2017-05-19 16:33:29,2017-05-19 16:36:51,202,Lincoln Ave & Diversey Pkwy,Sheffield Ave & Fullerton Ave,Subscriber,Male,1994.0
442827,2017-04-02 15:12:09,2017-04-02 15:17:17,308,Sheffield Ave & Kingsbury St,Bissell St & Armitage Ave,Subscriber,Male,1990.0
455329,2017-04-04 17:51:44,2017-04-04 18:21:19,1775,Hermitage Ave & Polk St,Halsted St & Blackhawk St (*),Subscriber,Female,1993.0
824140,2017-05-14 10:00:28,2017-05-14 10:22:20,1312,Milwaukee Ave & Grand Ave,Damen Ave & Division St,Subscriber,Female,1987.0
679288,2017-04-26 19:11:05,2017-04-26 19:19:43,518,Larrabee St & Webster Ave,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1994.0
58398,2017-01-20 08:53:12,2017-01-20 08:58:24,312,Wacker Dr & Washington St,Daley Center Plaza,Subscriber,Male,1968.0
872927,2017-05-17 16:13:07,2017-05-17 16:22:27,560,Albany Ave & Bloomingdale Ave,Western Ave & Winnebago Ave,Subscriber,Female,1959.0
634648,2017-04-23 13:40:30,2017-04-23 13:58:29,1079,Broadway & Belmont Ave,Dayton St & North Ave,Subscriber,Female,1991.0
1178900,2017-06-08 17:40:32,2017-06-08 17:57:25,1013,Canal St & Monroe St (*),Wells St & Elm St,Subscriber,Male,1979.0
1468014,2017-06-25 19:03:11,2017-06-25 19:18:38,927,Halsted St & Willow St,Racine Ave & Belmont Ave,Customer,,
1149536,2017-06-07 00:46:37,2017-06-07 00:58:44,727,Sheffield Ave & Kingsbury St,Eckhart Park,Subscriber,Male,1989.0
1287159,2017-06-15 09:45:06,2017-06-15 09:54:15,549,Clark St & Lake St,Wabash Ave & Adams St,Subscriber,Male,1953.0
1339259,2017-06-18 14:49:20,2017-06-18 14:51:14,114,Wells St & Elm St,Wells St & Walton St,Subscriber,Male,1983.0
1098927,2017-06-03 21:22:19,2017-06-03 21:55:25,1986,Spaulding Ave & Division St,Lincoln Ave & Fullerton Ave,Subscriber,Male,1987.0
597018,2017-04-19 16:12:41,2017-04-19 16:18:04,323,State St & Van Buren St,Clinton St & Jackson Blvd,Subscriber,Male,1960.0
1386809,2017-06-21 12:00:45,2017-06-21 12:11:09,624,Wacker Dr & Washington St,Lake Shore Dr & Monroe St,Subscriber,Male,1970.0
1252054,2017-06-12 18:36:13,2017-06-12 18:44:01,468,Sawyer Ave & Irving Park Rd,California Ave & Montrose Ave,Subscriber,Male,1990.0
988501,2017-05-28 12:11:32,2017-05-28 12:25:03,811,Ogden Ave & Chicago Ave,Southport Ave & Clybourn Ave,Subscriber,Male,1983.0
1278092,2017-06-14 13:08:13,2017-06-14 13:11:51,218,Sheridan Rd & Montrose Ave,Clarendon Ave & Junior Ter,Subscriber,Male,1963.0
1192061,2017-06-09 13:54:24,2017-06-09 14:07:20,776,Larrabee St & Webster Ave,Southport Ave & Wellington Ave,Subscriber,Male,1991.0
171310,2017-02-14 12:15:04,2017-02-14 12:25:52,648,Clifton Ave & Lawrence Ave,Pine Grove Ave & Waveland Ave,Subscriber,Male,1977.0
474069,2017-04-08 09:32:06,2017-04-08 09:37:53,347,Damen Ave & Division St,Paulina Ave & North Ave,Subscriber,Female,1983.0
1230699,2017-06-11 14:57:13,2017-06-11 15:27:47,1834,Green St & Randolph St,Lake Shore Dr & Monroe St,Customer,,
1426018,2017-06-23 16:36:22,2017-06-23 16:48:01,699,Theater on the Lake,Lake Shore Dr & North Blvd,Subscriber,Male,1989.0
668483,2017-04-26 00:05:42,2017-04-26 00:11:27,345,Clinton St & Washington Blvd,Milwaukee Ave & Grand Ave,Subscriber,Male,1977.0
700137,2017-04-30 18:18:50,2017-04-30 18:24:26,336,Cannon Dr & Fullerton Ave,Lake Shore Dr & Wellington Ave,Subscriber,Male,1973.0
73154,2017-01-23 07:01:49,2017-01-23 07:10:02,493,Winchester Ave & Elston Ave,California Ave & Milwaukee Ave,Subscriber,Male,1990.0
641572,2017-04-23 20:18:24,2017-04-23 20:29:46,682,Kingsbury St & Kinzie St,Clinton St & Madison St,Customer,,
216002,2017-02-19 14:43:21,2017-02-19 15:06:32,1391,Lake Shore Dr & Monroe St,Indiana Ave & 26th St,Subscriber,Male,1964.0
798700,2017-05-12 11:52:12,2017-05-12 12:06:35,863,Franklin St & Jackson Blvd,Racine Ave & Congress Pkwy,Customer,,
831076,2017-05-14 16:29:47,2017-05-14 16:39:40,593,Wilton Ave & Belmont Ave,Wells St & Concord Ln,Subscriber,Male,1988.0
972914,2017-05-27 13:07:00,2017-05-27 13:25:31,1111,Streeter Dr & Grand Ave,Lake Shore Dr & Ohio St,Customer,,
181192,2017-02-16 06:46:36,2017-02-16 06:49:52,196,Desplaines St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Female,1988.0
392424,2017-03-24 10:37:13,2017-03-24 10:42:54,341,Orleans St & Merchandise Mart Plaza,Rush St & Hubbard St,Subscriber,Male,1963.0
466957,2017-04-07 08:40:08,2017-04-07 08:50:52,644,Michigan Ave & Washington St,Franklin St & Chicago Ave,Subscriber,Male,1963.0
36200,2017-01-13 17:13:17,2017-01-13 17:20:15,418,Orleans St & Merchandise Mart Plaza,Green St & Madison St,Subscriber,Male,1990.0
198794,2017-02-18 12:15:19,2017-02-18 12:43:19,1680,State St & Harrison St,Streeter Dr & Grand Ave,Customer,,
1549622,2017-06-30 19:54:24,2017-06-30 20:22:06,1662,Paulina St & Montrose Ave,Ritchie Ct & Banks St,Subscriber,Male,1988.0
1210152,2017-06-10 13:29:01,2017-06-10 13:37:34,513,Wells St & Concord Ln,Larrabee St & Webster Ave,Subscriber,Male,1989.0
586382,2017-04-18 16:37:51,2017-04-18 17:11:32,2021,Broadway & Cornelia Ave,Warren Park East,Customer,,
380964,2017-03-22 15:15:34,2017-03-22 15:24:13,519,Ritchie Ct & Banks St,Larrabee St & Oak St,Subscriber,Male,1986.0
139967,2017-02-07 17:37:30,2017-02-07 17:44:34,424,Francisco Ave & Foster Ave,Western Ave & Leland Ave,Subscriber,Male,1993.0
